"index","payment_date","userid","price","payment_period"
"1491","2016-10-14T00:00:00.000Z","2e20407b11ea8274533e","5000","2016-10-01T00:00:00.000Z"
"1492","2017-02-20T00:00:00.000Z","2e2829fc","5000","2017-02-01T00:00:00.000Z"
"1493","2016-11-26T00:00:00.000Z","2e38f0a289ef2f53fdf5","5000","2016-11-01T00:00:00.000Z"
"1494","2017-02-20T00:00:00.000Z","2e674f7a","5000","2017-02-01T00:00:00.000Z"
"1495","2016-11-11T00:00:00.000Z","2ea69e8811068b7b4417","5000","2016-11-01T00:00:00.000Z"
"1496","2016-12-11T00:00:00.000Z","2ea69e8811068b7b4417","5000","2016-12-01T00:00:00.000Z"
"1497","2017-01-11T00:00:00.000Z","2ea69e8811068b7b4417","5000","2017-01-01T00:00:00.000Z"
"1498","2017-02-11T00:00:00.000Z","2ea69e8811068b7b4417","5000","2017-02-01T00:00:00.000Z"
"1499","2016-06-07T00:00:00.000Z","2ef28622904b31b1defe","5000","2016-06-01T00:00:00.000Z"
"1500","2016-07-07T00:00:00.000Z","2ef28622904b31b1defe","5000","2016-07-01T00:00:00.000Z"
"1501","2016-08-07T00:00:00.000Z","2ef28622904b31b1defe","5000","2016-08-01T00:00:00.000Z"
"1502","2016-09-07T00:00:00.000Z","2ef28622904b31b1defe","5000","2016-09-01T00:00:00.000Z"
"1503","2016-10-07T00:00:00.000Z","2ef28622904b31b1defe","5000","2016-10-01T00:00:00.000Z"
"1504","2016-11-07T00:00:00.000Z","2ef28622904b31b1defe","5000","2016-11-01T00:00:00.000Z"
"1505","2016-12-07T00:00:00.000Z","2ef28622904b31b1defe","5000","2016-12-01T00:00:00.000Z"
"1506","2017-01-07T00:00:00.000Z","2ef28622904b31b1defe","5000","2017-01-01T00:00:00.000Z"
"1507","2017-02-07T00:00:00.000Z","2ef28622904b31b1defe","5000","2017-02-01T00:00:00.000Z"
"1508","2016-12-11T00:00:00.000Z","2f1822ed3b72b2ff4bc0","5000","2016-12-01T00:00:00.000Z"
"1509","2017-01-11T00:00:00.000Z","2f1822ed3b72b2ff4bc0","5000","2017-01-01T00:00:00.000Z"
"1510","2017-02-11T00:00:00.000Z","2f1822ed3b72b2ff4bc0","5000","2017-02-01T00:00:00.000Z"
"1511","2017-02-20T00:00:00.000Z","2f27987a","5000","2017-02-01T00:00:00.000Z"
"1512","2016-06-04T00:00:00.000Z","2f2bee683f7fc3a53a58","5000","2016-06-01T00:00:00.000Z"
"1513","2016-07-04T00:00:00.000Z","2f2bee683f7fc3a53a58","5000","2016-07-01T00:00:00.000Z"
"1514","2016-08-04T00:00:00.000Z","2f2bee683f7fc3a53a58","5000","2016-08-01T00:00:00.000Z"
"1515","2016-09-04T00:00:00.000Z","2f2bee683f7fc3a53a58","5000","2016-09-01T00:00:00.000Z"
"1516","2016-10-04T00:00:00.000Z","2f2bee683f7fc3a53a58","5000","2016-10-01T00:00:00.000Z"
"1517","2016-11-04T00:00:00.000Z","2f2bee683f7fc3a53a58","5000","2016-11-01T00:00:00.000Z"
"1518","2016-12-04T00:00:00.000Z","2f2bee683f7fc3a53a58","5000","2016-12-01T00:00:00.000Z"
"1519","2017-01-04T00:00:00.000Z","2f2bee683f7fc3a53a58","5000","2017-01-01T00:00:00.000Z"
"1520","2017-02-04T00:00:00.000Z","2f2bee683f7fc3a53a58","5000","2017-02-01T00:00:00.000Z"
"1521","2017-01-20T00:00:00.000Z","2f3e8fddac6bec534382","5000","2017-01-01T00:00:00.000Z"
"1522","2016-05-18T00:00:00.000Z","2f5dcab0a70e290418fd","5000","2016-05-01T00:00:00.000Z"
"1523","2016-06-18T00:00:00.000Z","2f5dcab0a70e290418fd","5000","2016-06-01T00:00:00.000Z"
"1524","2016-07-18T00:00:00.000Z","2f5dcab0a70e290418fd","5000","2016-07-01T00:00:00.000Z"
"1525","2017-02-20T00:00:00.000Z","2f65bddd","5000","2017-02-01T00:00:00.000Z"
"1526","2016-08-07T00:00:00.000Z","2f8a7ec40b7e7962ce10","5000","2016-08-01T00:00:00.000Z"
"1527","2016-09-07T00:00:00.000Z","2f8a7ec40b7e7962ce10","5000","2016-09-01T00:00:00.000Z"
"1528","2016-10-07T00:00:00.000Z","2f8a7ec40b7e7962ce10","5000","2016-10-01T00:00:00.000Z"
"1529","2016-11-07T00:00:00.000Z","2f8a7ec40b7e7962ce10","5000","2016-11-01T00:00:00.000Z"
"1530","2016-12-07T00:00:00.000Z","2f8a7ec40b7e7962ce10","5000","2016-12-01T00:00:00.000Z"
"1531","2017-01-07T00:00:00.000Z","2f8a7ec40b7e7962ce10","5000","2017-01-01T00:00:00.000Z"
"1532","2017-02-07T00:00:00.000Z","2f8a7ec40b7e7962ce10","5000","2017-02-01T00:00:00.000Z"
"1533","2016-08-12T00:00:00.000Z","2fc205fb262554ad56ea","5000","2016-08-01T00:00:00.000Z"
"1534","2016-09-12T00:00:00.000Z","2fc205fb262554ad56ea","5000","2016-09-01T00:00:00.000Z"
"1535","2016-10-12T00:00:00.000Z","2fc205fb262554ad56ea","5000","2016-10-01T00:00:00.000Z"
"1536","2017-02-20T00:00:00.000Z","2fc4687a","5000","2017-02-01T00:00:00.000Z"
"1537","2017-01-17T00:00:00.000Z","2fc5db0124d1d46faa61","5000","2017-01-01T00:00:00.000Z"
"1538","2016-08-23T00:00:00.000Z","2ff7f254997ee0698875","5000","2016-08-01T00:00:00.000Z"
"1539","2016-09-23T00:00:00.000Z","2ff7f254997ee0698875","5000","2016-09-01T00:00:00.000Z"
"1540","2016-10-23T00:00:00.000Z","2ff7f254997ee0698875","5000","2016-10-01T00:00:00.000Z"
"1541","2016-11-23T00:00:00.000Z","2ff7f254997ee0698875","5000","2016-11-01T00:00:00.000Z"
"1542","2016-12-23T00:00:00.000Z","2ff7f254997ee0698875","5000","2016-12-01T00:00:00.000Z"
"1543","2017-01-23T00:00:00.000Z","2ff7f254997ee0698875","5000","2017-01-01T00:00:00.000Z"
"1544","2017-02-20T00:00:00.000Z","2ffc1447","5000","2017-02-01T00:00:00.000Z"
"1545","2016-08-22T00:00:00.000Z","3018cfc38d7995677b8a","5000","2016-08-01T00:00:00.000Z"
"1546","2016-09-22T00:00:00.000Z","3018cfc38d7995677b8a","5000","2016-09-01T00:00:00.000Z"
"1547","2016-10-22T00:00:00.000Z","3018cfc38d7995677b8a","5000","2016-10-01T00:00:00.000Z"
"1548","2016-10-09T00:00:00.000Z","301906ea58916eac7bd3","5000","2016-10-01T00:00:00.000Z"
"1549","2016-06-09T00:00:00.000Z","301c270385af637f491d","5000","2016-06-01T00:00:00.000Z"
"1550","2016-07-09T00:00:00.000Z","301c270385af637f491d","5000","2016-07-01T00:00:00.000Z"
"1551","2016-08-09T00:00:00.000Z","301c270385af637f491d","5000","2016-08-01T00:00:00.000Z"
"1552","2016-09-09T00:00:00.000Z","301c270385af637f491d","5000","2016-09-01T00:00:00.000Z"
"1553","2016-10-09T00:00:00.000Z","301c270385af637f491d","5000","2016-10-01T00:00:00.000Z"
"1554","2016-11-09T00:00:00.000Z","301c270385af637f491d","5000","2016-11-01T00:00:00.000Z"
"1555","2017-02-20T00:00:00.000Z","301ff2e3","5000","2017-02-01T00:00:00.000Z"
"1556","2017-01-06T00:00:00.000Z","303d8b912631c2760295","5000","2017-01-01T00:00:00.000Z"
"1557","2017-02-20T00:00:00.000Z","3054771","5000","2017-02-01T00:00:00.000Z"
"1558","2017-02-06T00:00:00.000Z","306bcf4d70243ba8a92c","5000","2017-02-01T00:00:00.000Z"
"1559","2016-10-14T00:00:00.000Z","30905cbb97e7cb81a86f","5000","2016-10-01T00:00:00.000Z"
"1560","2016-11-14T00:00:00.000Z","30905cbb97e7cb81a86f","5000","2016-11-01T00:00:00.000Z"
"1561","2016-12-14T00:00:00.000Z","30905cbb97e7cb81a86f","5000","2016-12-01T00:00:00.000Z"
"1562","2017-01-14T00:00:00.000Z","30905cbb97e7cb81a86f","5000","2017-01-01T00:00:00.000Z"
"1563","2017-01-27T00:00:00.000Z","309b0b56dcf461b97956","5000","2017-01-01T00:00:00.000Z"
"1564","2016-05-27T00:00:00.000Z","309cf5d821b666469ded","5000","2016-05-01T00:00:00.000Z"
"1565","2016-06-27T00:00:00.000Z","309cf5d821b666469ded","5000","2016-06-01T00:00:00.000Z"
"1566","2016-07-27T00:00:00.000Z","309cf5d821b666469ded","5000","2016-07-01T00:00:00.000Z"
"1567","2016-08-27T00:00:00.000Z","309cf5d821b666469ded","5000","2016-08-01T00:00:00.000Z"
"1568","2016-09-27T00:00:00.000Z","309cf5d821b666469ded","5000","2016-09-01T00:00:00.000Z"
"1569","2016-10-27T00:00:00.000Z","309cf5d821b666469ded","5000","2016-10-01T00:00:00.000Z"
"1570","2016-11-27T00:00:00.000Z","309cf5d821b666469ded","5000","2016-11-01T00:00:00.000Z"
"1571","2016-11-08T00:00:00.000Z","309de12192a4e1cf211b","5000","2016-11-01T00:00:00.000Z"
"1572","2016-12-08T00:00:00.000Z","309f27c43ec14ffa6b7b","5000","2016-12-01T00:00:00.000Z"
"1573","2017-01-08T00:00:00.000Z","309f27c43ec14ffa6b7b","5000","2017-01-01T00:00:00.000Z"
"1574","2016-06-28T00:00:00.000Z","30a05afd4bc89e5b33da","5000","2016-06-01T00:00:00.000Z"
"1575","2016-07-28T00:00:00.000Z","30a05afd4bc89e5b33da","5000","2016-07-01T00:00:00.000Z"
"1576","2016-08-28T00:00:00.000Z","30a05afd4bc89e5b33da","5000","2016-08-01T00:00:00.000Z"
"1577","2016-10-18T00:00:00.000Z","30d8cc155a46a354835c","5000","2016-10-01T00:00:00.000Z"
"1578","2016-11-18T00:00:00.000Z","30d8cc155a46a354835c","5000","2016-11-01T00:00:00.000Z"
"1579","2016-08-09T00:00:00.000Z","30de25f4","5000","2016-08-01T00:00:00.000Z"
"1580","2016-09-07T00:00:00.000Z","30e5d247","5000","2016-09-01T00:00:00.000Z"
"1581","2016-10-03T00:00:00.000Z","30f5ecb16143c64e8271","5000","2016-10-01T00:00:00.000Z"
"1582","2016-11-03T00:00:00.000Z","30f5ecb16143c64e8271","5000","2016-11-01T00:00:00.000Z"
"1583","2016-12-03T00:00:00.000Z","30f5ecb16143c64e8271","5000","2016-12-01T00:00:00.000Z"
"1584","2017-01-03T00:00:00.000Z","30f5ecb16143c64e8271","5000","2017-01-01T00:00:00.000Z"
"1585","2017-02-03T00:00:00.000Z","30f5ecb16143c64e8271","5000","2017-02-01T00:00:00.000Z"
"1586","2016-09-08T00:00:00.000Z","30fc7c9aa271fa380a96","5000","2016-09-01T00:00:00.000Z"
"1587","2016-12-23T00:00:00.000Z","310db1f08555c630e81d","5000","2016-12-01T00:00:00.000Z"
"1588","2016-10-23T00:00:00.000Z","311afb7","5000","2016-10-01T00:00:00.000Z"
"1589","2016-12-18T00:00:00.000Z","313179b2bddf76105a2d","5000","2016-12-01T00:00:00.000Z"
"1590","2017-01-18T00:00:00.000Z","313179b2bddf76105a2d","5000","2017-01-01T00:00:00.000Z"
"1591","2016-07-13T00:00:00.000Z","31592a044e982ba44826","5000","2016-07-01T00:00:00.000Z"
"1592","2016-06-04T00:00:00.000Z","315e6accdd32392f4dbf","5000","2016-06-01T00:00:00.000Z"
"1593","2016-07-04T00:00:00.000Z","315e6accdd32392f4dbf","5000","2016-07-01T00:00:00.000Z"
"1594","2017-02-20T00:00:00.000Z","316620b0","5000","2017-02-01T00:00:00.000Z"
"1595","2017-02-20T00:00:00.000Z","3186cffa","5000","2017-02-01T00:00:00.000Z"
"1596","2017-02-20T00:00:00.000Z","31eb2494","5000","2017-02-01T00:00:00.000Z"
"1597","2016-10-17T00:00:00.000Z","31ff0f65f930a3127da0","5000","2016-10-01T00:00:00.000Z"
"1598","2016-11-17T00:00:00.000Z","31ff0f65f930a3127da0","5000","2016-11-01T00:00:00.000Z"
"1599","2016-12-17T00:00:00.000Z","31ff0f65f930a3127da0","5000","2016-12-01T00:00:00.000Z"
"1600","2017-01-17T00:00:00.000Z","31ff0f65f930a3127da0","5000","2017-01-01T00:00:00.000Z"
"1601","2016-08-16T00:00:00.000Z","321d4f557693f6cf7bda","5000","2016-08-01T00:00:00.000Z"
"1602","2016-06-08T00:00:00.000Z","32217e0dac604e6b028b","5000","2016-06-01T00:00:00.000Z"
"1603","2017-02-20T00:00:00.000Z","323b2b36","5000","2017-02-01T00:00:00.000Z"
"1604","2016-12-23T00:00:00.000Z","324381ae4c7d0505efdd","5000","2016-12-01T00:00:00.000Z"
"1605","2017-01-23T00:00:00.000Z","324381ae4c7d0505efdd","5000","2017-01-01T00:00:00.000Z"
"1606","2016-12-17T00:00:00.000Z","32483f7db26d4120efc6","5000","2016-12-01T00:00:00.000Z"
"1607","2017-01-17T00:00:00.000Z","32483f7db26d4120efc6","5000","2017-01-01T00:00:00.000Z"
"1608","2016-10-28T00:00:00.000Z","3269cf7542b3da5b8ffe","5000","2016-10-01T00:00:00.000Z"
"1609","2016-11-28T00:00:00.000Z","3269cf7542b3da5b8ffe","5000","2016-11-01T00:00:00.000Z"
"1610","2016-12-28T00:00:00.000Z","3269cf7542b3da5b8ffe","5000","2016-12-01T00:00:00.000Z"
"1611","2017-01-28T00:00:00.000Z","3269cf7542b3da5b8ffe","5000","2017-01-01T00:00:00.000Z"
"1612","2016-11-19T00:00:00.000Z","3285340b","5000","2016-11-01T00:00:00.000Z"
"1613","2017-02-20T00:00:00.000Z","3294df58","5000","2017-02-01T00:00:00.000Z"
"1614","2016-06-14T00:00:00.000Z","3295b1d3206ebaac870d","5000","2016-06-01T00:00:00.000Z"
"1615","2016-07-14T00:00:00.000Z","3295b1d3206ebaac870d","5000","2016-07-01T00:00:00.000Z"
"1616","2016-08-14T00:00:00.000Z","3295b1d3206ebaac870d","5000","2016-08-01T00:00:00.000Z"
"1617","2016-09-14T00:00:00.000Z","3295b1d3206ebaac870d","5000","2016-09-01T00:00:00.000Z"
"1618","2016-10-14T00:00:00.000Z","3295b1d3206ebaac870d","5000","2016-10-01T00:00:00.000Z"
"1619","2016-11-14T00:00:00.000Z","3295b1d3206ebaac870d","5000","2016-11-01T00:00:00.000Z"
"1620","2016-12-14T00:00:00.000Z","3295b1d3206ebaac870d","5000","2016-12-01T00:00:00.000Z"
"1621","2017-01-14T00:00:00.000Z","3295b1d3206ebaac870d","5000","2017-01-01T00:00:00.000Z"
"1622","2016-05-23T00:00:00.000Z","32b5dafc2bcf9f451927","5000","2016-05-01T00:00:00.000Z"
"1623","2017-02-20T00:00:00.000Z","32caaa37","5000","2017-02-01T00:00:00.000Z"
"1624","2016-06-22T00:00:00.000Z","32df91f1","5000","2016-06-01T00:00:00.000Z"
"1625","2017-02-20T00:00:00.000Z","32eb1173","5000","2017-02-01T00:00:00.000Z"
"1626","2016-07-09T00:00:00.000Z","33070975a4384eaf0961","5000","2016-07-01T00:00:00.000Z"
"1627","2016-08-09T00:00:00.000Z","33070975a4384eaf0961","5000","2016-08-01T00:00:00.000Z"
"1628","2016-09-09T00:00:00.000Z","33070975a4384eaf0961","5000","2016-09-01T00:00:00.000Z"
"1629","2016-10-09T00:00:00.000Z","33070975a4384eaf0961","5000","2016-10-01T00:00:00.000Z"
"1630","2016-05-18T00:00:00.000Z","33124bd68a9ef4b542ac","5000","2016-05-01T00:00:00.000Z"
"1631","2016-06-18T00:00:00.000Z","33124bd68a9ef4b542ac","5000","2016-06-01T00:00:00.000Z"
"1632","2017-01-28T00:00:00.000Z","332106f379193ec3943b","5000","2017-01-01T00:00:00.000Z"
"1633","2016-06-08T00:00:00.000Z","333a32ba8ca83e92af0b","5000","2016-06-01T00:00:00.000Z"
"1634","2016-07-08T00:00:00.000Z","333a32ba8ca83e92af0b","5000","2016-07-01T00:00:00.000Z"
"1635","2016-08-08T00:00:00.000Z","333a32ba8ca83e92af0b","5000","2016-08-01T00:00:00.000Z"
"1636","2016-09-08T00:00:00.000Z","333a32ba8ca83e92af0b","5000","2016-09-01T00:00:00.000Z"
"1637","2016-10-08T00:00:00.000Z","333a32ba8ca83e92af0b","5000","2016-10-01T00:00:00.000Z"
"1638","2016-11-08T00:00:00.000Z","333a32ba8ca83e92af0b","5000","2016-11-01T00:00:00.000Z"
"1639","2016-12-08T00:00:00.000Z","333a32ba8ca83e92af0b","5000","2016-12-01T00:00:00.000Z"
"1640","2017-01-08T00:00:00.000Z","333a32ba8ca83e92af0b","5000","2017-01-01T00:00:00.000Z"
"1641","2017-02-08T00:00:00.000Z","333a32ba8ca83e92af0b","5000","2017-02-01T00:00:00.000Z"
"1642","2016-06-03T00:00:00.000Z","33420a08ddbad9ece3c0","5000","2016-06-01T00:00:00.000Z"
"1643","2017-02-20T00:00:00.000Z","33510f2a","5000","2017-02-01T00:00:00.000Z"
"1644","2016-10-27T00:00:00.000Z","33594bfc7df07f4f7117","5000","2016-10-01T00:00:00.000Z"
"1645","2016-11-27T00:00:00.000Z","33594bfc7df07f4f7117","5000","2016-11-01T00:00:00.000Z"
"1646","2016-12-27T00:00:00.000Z","33594bfc7df07f4f7117","5000","2016-12-01T00:00:00.000Z"
"1647","2017-01-27T00:00:00.000Z","33594bfc7df07f4f7117","5000","2017-01-01T00:00:00.000Z"
"1648","2016-08-26T00:00:00.000Z","335a5030f04ef3d3ab3c","5000","2016-08-01T00:00:00.000Z"
"1649","2016-09-26T00:00:00.000Z","335a5030f04ef3d3ab3c","5000","2016-09-01T00:00:00.000Z"
"1650","2016-10-26T00:00:00.000Z","335a5030f04ef3d3ab3c","5000","2016-10-01T00:00:00.000Z"
"1651","2016-11-26T00:00:00.000Z","335a5030f04ef3d3ab3c","5000","2016-11-01T00:00:00.000Z"
"1652","2016-12-26T00:00:00.000Z","335a5030f04ef3d3ab3c","5000","2016-12-01T00:00:00.000Z"
"1653","2017-01-26T00:00:00.000Z","335a5030f04ef3d3ab3c","5000","2017-01-01T00:00:00.000Z"
"1654","2016-10-03T00:00:00.000Z","335cc8c7","5000","2016-10-01T00:00:00.000Z"
"1655","2016-11-02T00:00:00.000Z","33627a84f04d9c1b250e","5000","2016-11-01T00:00:00.000Z"
"1656","2017-02-20T00:00:00.000Z","336be10e","5000","2017-02-01T00:00:00.000Z"
"1657","2017-01-10T00:00:00.000Z","3379db5811b2105447e2","5000","2017-01-01T00:00:00.000Z"
"1658","2016-06-28T00:00:00.000Z","3381bd08a8ea4f1721a7","5000","2016-06-01T00:00:00.000Z"
"1659","2017-02-20T00:00:00.000Z","33a287df","5000","2017-02-01T00:00:00.000Z"
"1660","2017-01-07T00:00:00.000Z","33a32586645cb0e0ed0e","5000","2017-01-01T00:00:00.000Z"
"1661","2016-06-07T00:00:00.000Z","33a9bf45681a3c17a102","5000","2016-06-01T00:00:00.000Z"
"1662","2016-09-24T00:00:00.000Z","33b01dfb43abec173827","5000","2016-09-01T00:00:00.000Z"
"1663","2016-10-24T00:00:00.000Z","33b01dfb43abec173827","5000","2016-10-01T00:00:00.000Z"
"1664","2016-11-24T00:00:00.000Z","33b01dfb43abec173827","5000","2016-11-01T00:00:00.000Z"
"1665","2016-12-24T00:00:00.000Z","33b01dfb43abec173827","5000","2016-12-01T00:00:00.000Z"
"1666","2017-01-24T00:00:00.000Z","33b01dfb43abec173827","5000","2017-01-01T00:00:00.000Z"
"1667","2017-02-01T00:00:00.000Z","33b714288b2e7808d277","5000","2017-01-01T00:00:00.000Z"
"1668","2016-06-25T00:00:00.000Z","33bdd2d067edda7ab307","5000","2016-06-01T00:00:00.000Z"
"1669","2016-07-25T00:00:00.000Z","33bdd2d067edda7ab307","5000","2016-07-01T00:00:00.000Z"
"1670","2016-08-25T00:00:00.000Z","33bdd2d067edda7ab307","5000","2016-08-01T00:00:00.000Z"
"1671","2016-09-25T00:00:00.000Z","33bdd2d067edda7ab307","5000","2016-09-01T00:00:00.000Z"
"1672","2016-10-25T00:00:00.000Z","33bdd2d067edda7ab307","5000","2016-10-01T00:00:00.000Z"
"1673","2016-11-25T00:00:00.000Z","33bdd2d067edda7ab307","5000","2016-11-01T00:00:00.000Z"
"1674","2016-12-25T00:00:00.000Z","33bdd2d067edda7ab307","5000","2016-12-01T00:00:00.000Z"
"1675","2017-01-25T00:00:00.000Z","33bdd2d067edda7ab307","5000","2017-01-01T00:00:00.000Z"
"1676","2016-10-08T00:00:00.000Z","33d70dc42c8746ce901a","5000","2016-10-01T00:00:00.000Z"
"1677","2016-11-08T00:00:00.000Z","33d70dc42c8746ce901a","5000","2016-11-01T00:00:00.000Z"
"1678","2016-12-08T00:00:00.000Z","33d70dc42c8746ce901a","5000","2016-12-01T00:00:00.000Z"
"1679","2017-01-08T00:00:00.000Z","33d70dc42c8746ce901a","5000","2017-01-01T00:00:00.000Z"
"1680","2017-02-08T00:00:00.000Z","33d70dc42c8746ce901a","5000","2017-02-01T00:00:00.000Z"
"1681","2017-02-20T00:00:00.000Z","33e4e74c","5000","2017-02-01T00:00:00.000Z"
"1682","2016-05-18T00:00:00.000Z","33ec7eb6b1d0f408d486","5000","2016-05-01T00:00:00.000Z"
"1683","2017-02-20T00:00:00.000Z","33ef87ed","5000","2017-02-01T00:00:00.000Z"
"1684","2016-10-28T00:00:00.000Z","33f74bcf4f69ea7d9a38","5000","2016-10-01T00:00:00.000Z"
"1685","2016-11-28T00:00:00.000Z","33f74bcf4f69ea7d9a38","5000","2016-11-01T00:00:00.000Z"
"1686","2016-12-28T00:00:00.000Z","33f74bcf4f69ea7d9a38","5000","2016-12-01T00:00:00.000Z"
"1687","2017-01-28T00:00:00.000Z","33f74bcf4f69ea7d9a38","5000","2017-01-01T00:00:00.000Z"
"1688","2016-07-16T00:00:00.000Z","3405d15f","5000","2016-07-01T00:00:00.000Z"
"1689","2017-02-20T00:00:00.000Z","3418c2fb","5000","2017-02-01T00:00:00.000Z"
"1690","2016-09-22T00:00:00.000Z","341f27e1","5000","2016-09-01T00:00:00.000Z"
"1691","2017-01-04T00:00:00.000Z","344831a6c74fe4d472a8","5000","2017-01-01T00:00:00.000Z"
"1692","2016-08-24T00:00:00.000Z","345280c8","5000","2016-08-01T00:00:00.000Z"
"1693","2016-10-04T00:00:00.000Z","34573e189f7d46edf0b9","5000","2016-10-01T00:00:00.000Z"
"1694","2016-11-04T00:00:00.000Z","34573e189f7d46edf0b9","5000","2016-11-01T00:00:00.000Z"
"1695","2016-12-04T00:00:00.000Z","34573e189f7d46edf0b9","5000","2016-12-01T00:00:00.000Z"
"1696","2017-01-04T00:00:00.000Z","34573e189f7d46edf0b9","5000","2017-01-01T00:00:00.000Z"
"1697","2017-02-04T00:00:00.000Z","34573e189f7d46edf0b9","5000","2017-02-01T00:00:00.000Z"
"1698","2017-02-20T00:00:00.000Z","345b3834","5000","2017-02-01T00:00:00.000Z"
"1699","2016-06-03T00:00:00.000Z","34886bc5","5000","2016-06-01T00:00:00.000Z"
"1700","2016-11-21T00:00:00.000Z","348f1a8cf16ab0204616","5000","2016-11-01T00:00:00.000Z"
"1701","2016-12-21T00:00:00.000Z","348f1a8cf16ab0204616","5000","2016-12-01T00:00:00.000Z"
"1702","2017-01-21T00:00:00.000Z","348f1a8cf16ab0204616","5000","2017-01-01T00:00:00.000Z"
"1703","2016-10-14T00:00:00.000Z","34acd7f8","5000","2016-10-01T00:00:00.000Z"
"1704","2016-07-27T00:00:00.000Z","34b1738d9a0152c62a6e","5000","2016-07-01T00:00:00.000Z"
"1705","2016-08-27T00:00:00.000Z","34b1738d9a0152c62a6e","5000","2016-08-01T00:00:00.000Z"
"1706","2016-09-27T00:00:00.000Z","34b1738d9a0152c62a6e","5000","2016-09-01T00:00:00.000Z"
"1707","2016-10-27T00:00:00.000Z","34b1738d9a0152c62a6e","5000","2016-10-01T00:00:00.000Z"
"1708","2016-11-27T00:00:00.000Z","34b1738d9a0152c62a6e","5000","2016-11-01T00:00:00.000Z"
"1709","2016-12-27T00:00:00.000Z","34b1738d9a0152c62a6e","5000","2016-12-01T00:00:00.000Z"
"1710","2017-01-27T00:00:00.000Z","34b1738d9a0152c62a6e","5000","2017-01-01T00:00:00.000Z"
"1711","2016-08-27T00:00:00.000Z","34ba27002294db1c0d96","5000","2016-08-01T00:00:00.000Z"
"1712","2016-09-27T00:00:00.000Z","34ba27002294db1c0d96","5000","2016-09-01T00:00:00.000Z"
"1713","2016-10-27T00:00:00.000Z","34ba27002294db1c0d96","5000","2016-10-01T00:00:00.000Z"
"1714","2016-11-27T00:00:00.000Z","34ba27002294db1c0d96","5000","2016-11-01T00:00:00.000Z"
"1715","2016-12-27T00:00:00.000Z","34ba27002294db1c0d96","5000","2016-12-01T00:00:00.000Z"
"1716","2017-01-27T00:00:00.000Z","34ba27002294db1c0d96","5000","2017-01-01T00:00:00.000Z"
"1717","2016-11-15T00:00:00.000Z","34ba4bf84f271230ffd4","5000","2016-11-01T00:00:00.000Z"
"1718","2016-12-15T00:00:00.000Z","34ba4bf84f271230ffd4","5000","2016-12-01T00:00:00.000Z"
"1719","2017-01-15T00:00:00.000Z","34ba4bf84f271230ffd4","5000","2017-01-01T00:00:00.000Z"
"1720","2017-02-20T00:00:00.000Z","34bdfc25","5000","2017-02-01T00:00:00.000Z"
"1721","2016-12-22T00:00:00.000Z","34cab3f528e8fb1caf87","5000","2016-12-01T00:00:00.000Z"
"1722","2017-01-22T00:00:00.000Z","34cab3f528e8fb1caf87","5000","2017-01-01T00:00:00.000Z"
"1723","2016-11-10T00:00:00.000Z","34f7ccf192f621f8c7f3","5000","2016-11-01T00:00:00.000Z"
"1724","2016-12-10T00:00:00.000Z","34f7ccf192f621f8c7f3","5000","2016-12-01T00:00:00.000Z"
"1725","2017-01-10T00:00:00.000Z","34f7ccf192f621f8c7f3","5000","2017-01-01T00:00:00.000Z"
"1726","2017-01-11T00:00:00.000Z","3515eeaf8737855e5130","5000","2017-01-01T00:00:00.000Z"
"1727","2016-11-30T00:00:00.000Z","354b39f1ff34424709e3","5000","2016-11-01T00:00:00.000Z"
"1728","2016-08-02T00:00:00.000Z","357e286f","5000","2016-08-01T00:00:00.000Z"
"1729","2017-02-20T00:00:00.000Z","35818a00","5000","2017-02-01T00:00:00.000Z"
"1730","2016-12-22T00:00:00.000Z","358ededcf917f030c576","5000","2016-12-01T00:00:00.000Z"
"1731","2017-01-22T00:00:00.000Z","358ededcf917f030c576","5000","2017-01-01T00:00:00.000Z"
"1732","2016-09-20T00:00:00.000Z","35a4754cd22e3847a56e","5000","2016-09-01T00:00:00.000Z"
"1733","2016-10-20T00:00:00.000Z","35a4754cd22e3847a56e","5000","2016-10-01T00:00:00.000Z"
"1734","2016-11-20T00:00:00.000Z","35a4754cd22e3847a56e","5000","2016-11-01T00:00:00.000Z"
"1735","2016-12-20T00:00:00.000Z","35a4754cd22e3847a56e","5000","2016-12-01T00:00:00.000Z"
"1736","2017-01-20T00:00:00.000Z","35a4754cd22e3847a56e","5000","2017-01-01T00:00:00.000Z"
"1737","2016-10-20T00:00:00.000Z","36344c1750c46183448b","5000","2016-10-01T00:00:00.000Z"
"1738","2016-12-17T00:00:00.000Z","363a0a7e30655b311e5b","5000","2016-12-01T00:00:00.000Z"
"1739","2017-01-17T00:00:00.000Z","363a0a7e30655b311e5b","5000","2017-01-01T00:00:00.000Z"
"1740","2016-10-26T00:00:00.000Z","3666e57b5452403cd469","5000","2016-10-01T00:00:00.000Z"
"1741","2016-11-26T00:00:00.000Z","3666e57b5452403cd469","5000","2016-11-01T00:00:00.000Z"
"1742","2016-12-26T00:00:00.000Z","3666e57b5452403cd469","5000","2016-12-01T00:00:00.000Z"
"1743","2017-01-26T00:00:00.000Z","3666e57b5452403cd469","5000","2017-01-01T00:00:00.000Z"
"1744","2017-02-20T00:00:00.000Z","36891c8","5000","2017-02-01T00:00:00.000Z"
